name,year,set,card_number,player,sport,parallel,grade,grader,condition,quantity,acquired_price,image_url,notes,scp_id,collx_id,collx_market_value,collx_asking_price
2025 Panini Select - Select Certified Rookies Colston Loveland #6,2025,2025 Panini Select - Select Certified Rookies,6,Colston Loveland,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077339786658533376-1-sKoI.jpg,,,1077339786658533376,1.23,
2025 Panini Select - Select Certified Rookies Dillon Gabriel #11,2025,2025 Panini Select - Select Certified Rookies,11,Dillon Gabriel,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077339849279492096-1-MEC.jpg,,,1077339849279492096,1.19,
2025 Panini Select - Select Certified Rookies Omarion Hampton #16,2025,2025 Panini Select - Select Certified Rookies,16,Omarion Hampton,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077339919232094208-1-gNvX.jpg,,,1077339919232094208,1.20,
2025 Panini Select - Pink Prizm Brock Purdy #117 (SN8),2025,2025 Panini Select - Pink Prizm,117,Brock Purdy,Football,SN8,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077317828545957888-1-MJNj.jpg,,,1077317828545957888,1.25,
2025 Panini Select Drake Maye #80,2025,2025 Panini Select,80,Drake Maye,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077317896871170048-1-4oNT.jpg,,,1077317896871170048,1.99,
2025 Panini Select RJ Harvey #10,2025,2025 Panini Select,10,RJ Harvey,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077317943042068480-1-0bdD.jpg,,,1077317943042068480,0.99,
2025 Panini Select - Silver Prizm Kelvin Banks Jr. #42,2025,2025 Panini Select - Silver Prizm,42,Kelvin Banks Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077317997333139456-1-6tuO.jpg,,,1077317997333139456,1.12,
2024 Panini Select - Select Numbers Drake Maye #20,2024,2024 Panini Select - Select Numbers,20,Drake Maye,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077318041910202368-1-9X2M.jpg,,,1077318041910202368,2.00,
2025 Panini Select - Red and Blue Prizm Shock Kyle Pitts #147,2025,2025 Panini Select - Red and Blue Prizm Shock,147,Kyle Pitts,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077318081688981504-1-IcKy.jpg,,,1077318081688981504,,
2025 Panini Select Omarion Hampton #2 (RC),2025,2025 Panini Select,2,Omarion Hampton,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077318147027849216-1-VWIx.jpg,,,1077318147027849216,1.00,
2025 Panini Select - Pink Prizm CeeDee Lamb #98 (SN10),2025,2025 Panini Select - Pink Prizm,98,CeeDee Lamb,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077318186596913152-1-TACD.jpg,,,1077318186596913152,26.50,
2025 Panini Select Cam Ward #126 (RC),2025,2025 Panini Select,126,Cam Ward,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077318232717479936-1-rvwc.jpg,,,1077318232717479936,1.50,
"2025 Panini Select - Pink Prizm Riley Leonard #133 (RC, SN8)",2025,2025 Panini Select - Pink Prizm,133,Riley Leonard,Football,"RC, SN8",,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077334910452977664-1-zi73.jpg,,,1077334910452977664,1.50,
2025 Panini Select Ashton Jeanty #204,2025,2025 Panini Select,204,Ashton Jeanty,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077334959954153472-1-4ZJd.jpg,,,1077334959954153472,1.69,
2025 Panini Select Will Howard #152 (RC),2025,2025 Panini Select,152,Will Howard,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077335008549359616-1-mTp.jpg,,,1077335008549359616,1.29,
2025 Panini Select - Red and Blue Prizm Shock Kalel Mullings #227 (RC),2025,2025 Panini Select - Red and Blue Prizm Shock,227,Kalel Mullings,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302181887823872-1-yDIf.jpg,,,1077302181887823872,,
2025 Panini Select - Select Future Cam Ward #25,2025,2025 Panini Select - Select Future,25,Cam Ward,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302239827939328-1-xlZS.jpg,,,1077302239827939328,1.00,
2025 Panini Select Travis Hunter #28 (RC),2025,2025 Panini Select,28,Travis Hunter,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302272962940928-1-eRI.jpg,,,1077302272962940928,0.99,
2025 Panini Phoenix Isaac TeSlaa #189 (RC),2025,2025 Panini Phoenix,189,Isaac TeSlaa,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302314461384704-1-SAES.jpg,,,1077302314461384704,1.29,
2025 Panini Phoenix - Thunderbirds Tyler Warren #21,2025,2025 Panini Phoenix - Thunderbirds,21,Tyler Warren,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302351916519424-1-i3ri.jpg,,,1077302351916519424,1.32,
2024 Panini Select - Select Future Jahmyr Gibbs #13,2024,2024 Panini Select - Select Future,13,Jahmyr Gibbs,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302411198812160-1-i2l8.jpg,,,1077302411198812160,1.00,
2025 Panini Select - Red Prizm Shock James Pearce Jr. #48 (SN249),2025,2025 Panini Select - Red Prizm Shock,48,James Pearce Jr.,Football,SN249,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302468232957952-1-88Cv.jpg,,,1077302468232957952,0.01,
2025 Panini Select - Pink Prizm Shock Omarion Hampton #202,2025,2025 Panini Select - Pink Prizm Shock,202,Omarion Hampton,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302505134444544-1-3pCH.jpg,,,1077302505134444544,1.99,
2025 Panini Prizm - Emergent Green Ice Jayden Higgins #14,2025,2025 Panini Prizm - Emergent Green Ice,14,Jayden Higgins,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302574969606144-1-MRtX.jpg,,,1077302574969606144,1.75,
2025 Panini Select Josh Allen #86,2025,2025 Panini Select,86,Josh Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302586654937088-1-5S7o.jpg,,,1077302586654937088,1.27,
2025 Panini Phoenix - Silver Hyper Prizm Jim Zorn #139,2025,2025 Panini Phoenix - Silver Hyper Prizm,139,Jim Zorn,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302649821155328-1-QFRE.jpg,,,1077302649821155328,2.01,
2025 Panini Select Trevor Etienne #45,2025,2025 Panini Select,45,Trevor Etienne,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077302670314524672-1-DZpe.jpg,,,1077302670314524672,1.10,
2024 Panini Select Braden Fiske #171 (RC),2024,2024 Panini Select,171,Braden Fiske,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298397207941120-1-9Eoe.jpg,,,1077298397207941120,1.45,
2024 Panini Select - Select Numbers Marvin Harrison Jr. #4,2024,2024 Panini Select - Select Numbers,4,Marvin Harrison Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298440434438144-1-xhmd.jpg,,,1077298440434438144,1.09,
2024 Panini Select - Select Certified Rookies Ricky Pearsall #12,2024,2024 Panini Select - Select Certified Rookies,12,Ricky Pearsall,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298496646500352-1-6wxv.jpg,,,1077298496646500352,1.00,
2025 Panini Phoenix - Silver Lazer Prizm Dillon Gabriel #175 (RC),2025,2025 Panini Phoenix - Silver Lazer Prizm,175,Dillon Gabriel,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298565391142912-1-8BL2.jpg,,,1077298565391142912,2.00,
2025 Panini Prizm Cam Ward #352 (RC),2025,2025 Panini Prizm,352,Cam Ward,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298628364423168-1-8YYh.jpg,,,1077298628364423168,1.30,
2024 Panini Select - Select Future Prizm Marvin Harrison Jr. #6,2024,2024 Panini Select - Select Future Prizm,6,Marvin Harrison Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298702242893824-1-iVAK.jpg,,,1077298702242893824,3.00,
2024 Panini Select - Select Certified Rookies Jayden Daniels #2,2024,2024 Panini Select - Select Certified Rookies,2,Jayden Daniels,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298753992216576-1-qDcy.jpg,,,1077298753992216576,1.12,
2024 Panini Select Caleb Williams #114 (RC),2024,2024 Panini Select,114,Caleb Williams,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077298783796940800-1-wszo.jpg,,,1077298783796940800,2.25,
2024 Panini Select - Red & Yellow Prizm Shock Fred Warner #157,2024,2024 Panini Select - Red & Yellow Prizm Shock,157,Fred Warner,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294383175127040-1-JAiD.jpg,,,1077294383175127040,1.12,
2024 Panini Select - Red & Yellow Prizm Shock Montez Sweat #284,2024,2024 Panini Select - Red & Yellow Prizm Shock,284,Montez Sweat,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294454159527936-1-X2WA.jpg,,,1077294454159527936,1.05,
2024 Panini Select Drake Maye #27 (RC),2024,2024 Panini Select,27,Drake Maye,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294476322230272-1-xuM6.jpg,,,1077294476322230272,2.00,
2024 Panini Select - Select Numbers Bo Nix #6,2024,2024 Panini Select - Select Numbers,6,Bo Nix,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294501848764416-1-w9L8.jpg,,,1077294501848764416,1.39,
2024 Panini Select - Red & Yellow Prizm Shock Jayden Reed #68,2024,2024 Panini Select - Red & Yellow Prizm Shock,68,Jayden Reed,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294545486303232-1-iwAl.jpg,,,1077294545486303232,1.00,
2024 Panini Select - Red & Yellow Prizm Shock Michael Pittman Jr. #83,2024,2024 Panini Select - Red & Yellow Prizm Shock,83,Michael Pittman Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294588100431872-1-jRVC.jpg,,,1077294588100431872,1.25,
2024 Panini Select - Red & Yellow Prizm Shock Travis Kelce #97,2024,2024 Panini Select - Red & Yellow Prizm Shock,97,Travis Kelce,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294644337659904-1-Bi2u.jpg,,,1077294644337659904,1.99,
2024 Panini Select - Red & Yellow Prizm Shock Adam Thielen #202,2024,2024 Panini Select - Red & Yellow Prizm Shock,202,Adam Thielen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294694082105344-1-Ofir.jpg,,,1077294694082105344,2.00,
2024 Panini Select - Red & Yellow Prizm Shock Carson Steele #142 (RC),2024,2024 Panini Select - Red & Yellow Prizm Shock,142,Carson Steele,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294770888200192-1-XC3E.jpg,,,1077294770888200192,0.99,
2024 Panini Select - Red & Yellow Prizm Shock Isaiah Likely #161,2024,2024 Panini Select - Red & Yellow Prizm Shock,161,Isaiah Likely,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294831940489216-1-7GBY.jpg,,,1077294831940489216,1.00,
2024 Panini Select - Red & Yellow Prizm Shock Greg Rousseau #272,2024,2024 Panini Select - Red & Yellow Prizm Shock,272,Greg Rousseau,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077294871341780992-1-jNb.jpg,,,1077294871341780992,1.15,
2024 Panini Select - Red & Yellow Prizm Shock Ickey Woods #260,2024,2024 Panini Select - Red & Yellow Prizm Shock,260,Ickey Woods,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077297860932620288-1-kBh0.jpg,,,1077297860932620288,1.24,
"2025 Panini Select - Pink Prizm Will Howard #152 (RC, SN8)",2025,2025 Panini Select - Pink Prizm,152,Will Howard,Football,"RC, SN8",,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290282420883456-1-kiMm.jpg,,,1077290282420883456,3.40,
2025 Panini Select - Pink Prizm Joe Burrow #57 (SN10),2025,2025 Panini Select - Pink Prizm,57,Joe Burrow,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290307502821376-1-krsb.jpg,,,1077290307502821376,5.25,
2025 Panini Select - Green Prizm Shock Jakobi Meyers #5 (SN5),2025,2025 Panini Select - Green Prizm Shock,5,Jakobi Meyers,Football,SN5,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290335705321472-1-M1Ju.jpg,,,1077290335705321472,1.05,
2025 Panini Select - Pink Prizm Quinshon Judkins #55 (SN10),2025,2025 Panini Select - Pink Prizm,55,Quinshon Judkins,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290373554720768-1-ffVK.jpg,,,1077290373554720768,3.25,
2025 Panini Select - Pink Prizm Jahmyr Gibbs #71 (SN10),2025,2025 Panini Select - Pink Prizm,71,Jahmyr Gibbs,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290437710794752-1-Hz7.jpg,,,1077290437710794752,4.00,
2025 Panini Select - Pink Prizm Shock Trevor Lawrence #229,2025,2025 Panini Select - Pink Prizm Shock,229,Trevor Lawrence,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290486012399616-1-ww1b.jpg,,,1077290486012399616,1.50,
2025 Panini Select - Pink Prizm Breece Hall #175 (SN8),2025,2025 Panini Select - Pink Prizm,175,Breece Hall,Football,SN8,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290537711390720-1-unyJ.jpg,,,1077290537711390720,,
2025 Panini Select - Pink Prizm Adam Thielen #245 (SN6),2025,2025 Panini Select - Pink Prizm,245,Adam Thielen,Football,SN6,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290610172186624-1-NQAe.jpg,,,1077290610172186624,,
2024 Panini Select - Red & Yellow Prizm Shock Joe Montana #70,2024,2024 Panini Select - Red & Yellow Prizm Shock,70,Joe Montana,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290690266615808-1-fQ69.jpg,,,1077290690266615808,1.29,
2024 Panini Select - Silver Prizm Die Cut Quinyon Mitchell #55 (RC),2024,2024 Panini Select - Silver Prizm Die Cut,55,Quinyon Mitchell,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290718594945024-1-yjW.jpg,,,1077290718594945024,1.50,
2024 Panini Select - Red & Yellow Prizm Shock Marvin Harrison Jr. #115 (RC),2024,2024 Panini Select - Red & Yellow Prizm Shock,115,Marvin Harrison Jr.,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290779261358080-1-SVHi.jpg,,,1077290779261358080,1.39,
2025 Panini Select - Select Future Dylan Sampson #4,2025,2025 Panini Select - Select Future,4,Dylan Sampson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077290822345248768-1-Sd6C.jpg,,,1077290822345248768,1.00,
2025 Panini Select - Pink Prizm Woody Marks #135 (SN8),2025,2025 Panini Select - Pink Prizm,135,Woody Marks,Football,SN8,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287125611532288-1-Z9MA.jpg,,,1077287125611532288,11.75,
2025 Panini Select - Pink Prizm Shock Matthew Golden #66 (RC),2025,2025 Panini Select - Pink Prizm Shock,66,Matthew Golden,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287195924844544-1-fNxW.jpg,,,1077287195924844544,2.10,
2025 Panini Select Tyleik Williams #169,2025,2025 Panini Select,169,Tyleik Williams,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287261817360384-1-sw3S.jpg,,,1077287261817360384,1.99,
2025 Panini Select Tucker Kraft #68,2025,2025 Panini Select,68,Tucker Kraft,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287293400469504-1-u1I.jpg,,,1077287293400469504,1.00,
2025 Panini Select - Pink Prizm Shock Tyreek Hill #83,2025,2025 Panini Select - Pink Prizm Shock,83,Tyreek Hill,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287341987287040-1-PHGc.jpg,,,1077287341987287040,0.99,
2025 Panini Phoenix Steve Spurrier #74,2025,2025 Panini Phoenix,74,Steve Spurrier,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287400481050624-1-frg9.jpg,,,1077287400481050624,3.00,
2025 Panini Select - Select Numbers Derrick Henry #2,2025,2025 Panini Select - Select Numbers,2,Derrick Henry,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287413600833536-1-XArn.jpg,,,1077287413600833536,1.00,
2025 Panini Select Brashard Smith #9 (RC),2025,2025 Panini Select,9,Brashard Smith,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287451416678400-1-ee4B.jpg,,,1077287451416678400,1.20,
2025 Panini Select - Pink Prizm Bucky Irving #38 (SN10),2025,2025 Panini Select - Pink Prizm,38,Bucky Irving,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287498829090816-1-ZiP.jpg,,,1077287498829090816,1.00,
2025 Panini Select Dawson Knox #286,2025,2025 Panini Select,286,Dawson Knox,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287550335143936-1-MyOS.jpg,,,1077287550335143936,0.99,
2025 Panini Select Derek Stingley Jr. #235,2025,2025 Panini Select,235,Derek Stingley Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287593486143488-1-MaYS.jpg,,,1077287593486143488,1.70,
2025 Panini Select - Pink Prizm Shock Trey Amos #287,2025,2025 Panini Select - Pink Prizm Shock,287,Trey Amos,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077287617511116800-1-29MH.jpg,,,1077287617511116800,0.99,
2025 Score Elijah Arroyo #50 (RC),2025,2025 Score,50,Elijah Arroyo,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256095034855424-1-bNKV.jpg,,,1077256095034855424,1.69,
2025 Panini Select De’Von Achane #81,2025,2025 Panini Select,81,De’Von Achane,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256195312275456-1-d8ss.jpg,,,1077256195312275456,1.00,
2025 Score - Throwbacks De’Von Achane #9,2025,2025 Score - Throwbacks,9,De’Von Achane,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256239990001664-1-nzlZ.jpg,,,1077256239990001664,0.50,
2025 Panini Select - Select Numbers De'Von Achane #13,2025,2025 Panini Select - Select Numbers,13,De'Von Achane,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256306260004864-1-qpAY.jpg,,,1077256306260004864,1.45,
2025 Panini Rookies & Stars Josh Allen #26,2025,2025 Panini Rookies & Stars,26,Josh Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256333447483392-1-ad9c.jpg,,,1077256333447483392,1.79,
2025 Panini Absolute - Blue Josh Allen #10,2025,2025 Panini Absolute - Blue,10,Josh Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256354016350208-1-ULI1.jpg,,,1077256354016350208,1.91,
2025 Panini Prizm Draft Picks Elijah Arroyo #141,2025,2025 Panini Prizm Draft Picks,141,Elijah Arroyo,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256409339219968-1-waR9.jpg,,,1077256409339219968,1.25,
2025 Score Elijah Arroyo #50 (RC),2025,2025 Score,50,Elijah Arroyo,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256432214953984-1-Jluz.jpg,,,1077256432214953984,1.69,
2025 Panini Select Jordan Addison #65,2025,2025 Panini Select,65,Jordan Addison,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256444026114048-1-CmfE.jpg,,,1077256444026114048,0.50,
2025 Score-A-Treat Jordan Addison #109,2025,2025 Score-A-Treat,109,Jordan Addison,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256466817961984-1-SbJk.jpg,,,1077256466817961984,0.99,
2025 Panini Phoenix Josh Allen #129,2025,2025 Panini Phoenix,129,Josh Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256525487886336-1-xymO.jpg,,,1077256525487886336,1.49,
2025 Panini Prizm Draft Picks - Prizms Silver Josh Allen #200,2025,2025 Panini Prizm Draft Picks - Prizms Silver,200,Josh Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077256548405563392-1-Iw9g.jpg,,,1077256548405563392,1.75,
2025 Panini Select Stefon Diggs #79,2025,2025 Panini Select,79,Stefon Diggs,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245275299205120-1-eUeh.jpg,,,1077245275299205120,1.19,
2025 Panini Select - Pink Prizm Shock Puka Nacua #21,2025,2025 Panini Select - Pink Prizm Shock,21,Puka Nacua,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245401816190976-1-KV45.jpg,,,1077245401816190976,1.50,
2025 Panini Select Colston Loveland #172 (RC),2025,2025 Panini Select,172,Colston Loveland,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245443692122112-1-8PRU.jpg,,,1077245443692122112,1.50,
2025 Panini Select George Pickens #197,2025,2025 Panini Select,197,George Pickens,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245480056737792-1-US8o.jpg,,,1077245480056737792,1.49,
2025 Panini Select - Select Certified Rookies Jalon Walker #9,2025,2025 Panini Select - Select Certified Rookies,9,Jalon Walker,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245516144529408-1-V6P6.jpg,,,1077245516144529408,1.13,
2025 Panini Select - Silver Prizm James Pearce Jr. #48,2025,2025 Panini Select - Silver Prizm,48,James Pearce Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245533928378368-1-alY.jpg,,,1077245533928378368,1.79,
2025 Panini Select Jaylin Lane #89,2025,2025 Panini Select,89,Jaylin Lane,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245551879999488-1-OUFH.jpg,,,1077245551879999488,0.96,
2025 Panini Select - Silver Prizm Kendre Miller #40,2025,2025 Panini Select - Silver Prizm,40,Kendre Miller,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245572532752384-1-MZxn.jpg,,,1077245572532752384,0.99,
2025 Panini Select Mike Green #260,2025,2025 Panini Select,260,Mike Green,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245634943995904-1-GVeh.jpg,,,1077245634943995904,1.49,
2025 Panini Select - Pink Prizm Shock KeAndre Lambert-Smith #3 (RC),2025,2025 Panini Select - Pink Prizm Shock,3,KeAndre Lambert-Smith,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245690979897344-1-PXkr.jpg,,,1077245690979897344,0.99,
2025 Panini Select - Pink Prizm Shock Mykel Williams #116 (RC),2025,2025 Panini Select - Pink Prizm Shock,116,Mykel Williams,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077245792565940224-1-mFrf.jpg,,,1077245792565940224,1.25,
2025 Panini Select Matthew Stafford #219,2025,2025 Panini Select,219,Matthew Stafford,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077246263913435136-1-cBKi.jpg,,,1077246263913435136,1.19,
2025 Panini Select Kareem Hunt #7,2025,2025 Panini Select,7,Kareem Hunt,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243281922674688-1-voxR.jpg,,,1077243281922674688,0.99,
2025 Panini Select - Pink Prizm Stefon Diggs #79 (SN10),2025,2025 Panini Select - Pink Prizm,79,Stefon Diggs,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243329007931392-1-YwYs.jpg,,,1077243329007931392,0.69,
2025 Panini Select - Pink Prizm Cole Kmet #174 (SN8),2025,2025 Panini Select - Pink Prizm,174,Cole Kmet,Football,SN8,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243396536225792-1-7Ea9.jpg,,,1077243396536225792,12.50,
2025 Panini Select Elijah Arroyo #114,2025,2025 Panini Select,114,Elijah Arroyo,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243466119729152-1-1APm.jpg,,,1077243466119729152,0.99,
2025 Panini Select Matthew Golden #467,2025,2025 Panini Select,467,Matthew Golden,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243521534873600-1-4XSK.jpg,,,1077243521534873600,3.42,
2025 Panini Select - Select Numbers J.J. McCarthy #14,2025,2025 Panini Select - Select Numbers,14,J.J. McCarthy,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243536248492032-1-LuKW.jpg,,,1077243536248492032,0.99,
2025 Panini Select - Pink Prizm Rashod Bateman #62 (SN10),2025,2025 Panini Select - Pink Prizm,62,Rashod Bateman,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243567059849216-1-nPek.jpg,,,1077243567059849216,,
2025 Panini Select - Select Future Tyler Warren #9,2025,2025 Panini Select - Select Future,9,Tyler Warren,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243586856964096-1-qXwq.jpg,,,1077243586856964096,0.99,
2025 Panini Select Tony Pollard #25,2025,2025 Panini Select,25,Tony Pollard,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243683804106752-1-5qoG.jpg,,,1077243683804106752,2.24,
2025 Panini Select JT Tuimoloau #31 (RC),2025,2025 Panini Select,31,JT Tuimoloau,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243705379606528-1-GHq.jpg,,,1077243705379606528,1.50,
2025 Panini Select Nick Emmanwori #15 (RC),2025,2025 Panini Select,15,Nick Emmanwori,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243752188039168-1-zGVf.jpg,,,1077243752188039168,1.00,
2025 Panini Select - Silver Prizm Jerry Jeudy #56,2025,2025 Panini Select - Silver Prizm,56,Jerry Jeudy,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077243773906145280-1-FguE.jpg,,,1077243773906145280,0.50,
2025 Panini Select - Select Future Travis Hunter #10,2025,2025 Panini Select - Select Future,10,Travis Hunter,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241123550613504-1-Nb8u.jpg,,,1077241123550613504,0.99,
2025 Panini Select - Red Prizm Shock Tyleik Williams #169 (SN249),2025,2025 Panini Select - Red Prizm Shock,169,Tyleik Williams,Football,SN249,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241193436106752-1-obNf.jpg,,,1077241193436106752,2.25,
2025 Panini Select Armand Membou #176 (RC),2025,2025 Panini Select,176,Armand Membou,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241241544773632-1-3Wx.jpg,,,1077241241544773632,1.19,
2025 Panini Select Kyle Pitts #147,2025,2025 Panini Select,147,Kyle Pitts,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241281625542656-1-RWTP.jpg,,,1077241281625542656,0.94,
